<strategy>
Use a more efficient parameterization with 6 coefficients and a hybrid optimization strategy combining Bayesian optimization for global search with gradient-based local refinement to minimize the upper bound on C₄.
</strategy>

```python
import numpy as np
import time
from scipy.optimize import differential_evolution, Bounds, minimize
from scipy.optimize import minimize_scalar
from scipy.optimize import Bounds
from functools import partial
from sklearn.gaussian_process import GaussianProcessRegressor
from sklearn.gaussian_process.kernels import RBF, ConstantKernel as C

def run(seed=42, budget_s=600, **kwargs):
    np.random.seed(seed)
    
    # Define Hermite polynomials H_0 to H_24
    def hermite(n, z):
        if n == 0:
            return 1.0
        elif n == 1:
            return 2*z
        elif n == 2:
            return 4*z**2 - 2
        elif n == 3:
            return 8*z**3 - 12*z
        elif n == 4:
            return 16*z**4 - 48*z**2 + 12
        elif n == 5:
            return 32*z**5 - 160*z**3 + 120*z
        elif n == 6:
            return 64*z**6 - 384*z**4 + 480*z**2 - 120
        elif n == 7:
            return 128*z**7 - 1024*z**5 + 1920*z**3 - 1008*z
        elif n == 8:
            return 256*z**8 - 2560*z**6 + 6400*z**4 - 6720*z**2 + 1680
        elif n == 9:
            return 512*z**9 - 6144*z**7 + 19200*z**5 - 26880*z**3 + 10080*z
        elif n == 10:
            return 1024*z**10 - 14336*z**8 + 57344*z**6 - 99840*z**4 + 64064*z**2 - 10080
        elif n == 11:
            return 2048*z**11 - 33792*z**9 + 153600*z**7 - 329280*z**5 + 322560*z**3 - 100800*z
        elif n == 12:
            return 4096*z**12 - 75584*z**10 + 384896*z**8 - 992640*z**6 + 1290240*z**4 - 806400*z**2 + 151200
        elif n == 13:
            return 8192*z**13 - 168032*z**11 + 967680*z**9 - 2760960*z**7 + 4300800*z**5 - 3386880*z**3 + 907200*z
        elif n == 14:
            return 16384*z**14 - 378368*z**12 + 2580672*z**10 - 8462080*z**8 + 15246720*z**6 - 15246720*z**4 + 7603200*z**2 - 1008000
        elif n == 15:
            return 32768*z**15 - 845568*z**13 + 6544896*z**11 - 25368960*z**9 + 54600960*z**7 - 67200960*z**5 + 48384000*z**3 - 15120000*z
        elif n == 16:
            return 65536*z**16 - 1843200*z**14 + 16602240*z**12 - 72308480*z**10 + 173068800*z**8 - 252441600*z**6 + 220800000*z**4 - 99792000*z**2 + 10080000
        elif n == 17:
            return 131072*z**17 - 4128256*z**15 + 41282560*z**13 - 197376000*z**11 + 532152000*z**9 - 842880000*z**7 + 816816000*z**5 - 542340000*z**3 + 151200000*z
        elif n == 18:
            return 262144*z**18 - 9237216*z**16 + 103912320*z**14 - 563650560*z**12 + 1734738240*z**10 - 3227450880*z**8 + 3777446400*z**6 - 2882880000*z**4 + 1327104000*z**2 - 201600000
        elif n == 19:
            return 524288*z**19 - 19854592*z**17 + 249088416*z**15 - 1514906880*z**13 + 5146944000*z**11 - 10854912000*z**9 + 13423756800*z**7 - 11676864000*z**5 + 6824352000*z**3 - 1814400000*z
        elif n == 20:
            return 1048576*z**20 - 43272832*z**18 + 596718080*z**16 - 4029421440*z**14 + 14859840000*z**12 - 34431168000*z**10 + 49616352000*z**8 - 46347840000*z**6 + 30520320000*z**4 - 12096000000*z**2 + 1612800000
        elif n == 21:
            return 2097152*z**21 - 92235520*z**19 + 1358059200*z**17 - 10123400320*z**15 + 40202361600*z**13 - 98164992000*z**11 + 143767680000*z**9 - 147400320000*z**7 + 112809600000*z**5 - 56448000000*z**3 + 12096000000*z
        elif n == 22:
            return 4194304*z**22 - 195378112*z**20 + 3120940800*z**18 - 26264064000*z**16 + 112522368000*z**14 - 292738560000*z**12 + 481656960000*z**10 - 547754400000*z**8 + 441676800000*z**6 - 241920000000*z**4 + 72072000000*z**2 - 6048000000
        elif n == 23:
            return 8388608*z**23 - 424081408*z**21 + 7364330496*z**19 - 67311692800*z**17 + 319646400000*z**15 - 890024160000*z**13 + 1533096960000*z**11 - 1817433600000*z**9 + 1562457600000*z**7 - 912384000000*z**5 + 322560000000*z**3 - 50400000000*z
        elif n == 24:
            return 16777216*z**24 - 919774080*z**22 + 17600278272*z**20 - 178026464000*z**18 + 961360224000*z**16 - 2792701440000*z**14 + 5346600000000*z**12 - 7312320000000*z**10 + 7411200000000*z**8 - 5531520000000*z**6 + 2808000000000*z**4 - 720720000000*z**2 + 50400000000
    
    def evaluate_c4_coefficients(coeffs):
        m = len(coeffs)
        Q = np.zeros(25)
        for k in range(m):
            H = hermite(4*k, np.arange(25))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.ab) + 1
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q))
            Q = Q / np.min(np.abs(Q
